キーワード,日付と時刻,ソース,イベント ID,タスクのカテゴリ
成功の監査,2019/11/07 15:34:43,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		4
	アプリケーション名:	System

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		445
	宛先アドレス:	192.168.16.110
	宛先ポート:		52260
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:34:43,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.110
	宛先ポート:		64092
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:34:41,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\maebashi.gunma
	アカウント名:		maebashi.gunma
	アカウント ドメイン:		EXAMPLE.CO.JP
	ログオン ID:		0x6c8e2

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 15:34:34,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		292
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		123
	宛先アドレス:	192.168.16.112
	宛先ポート:		123
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66252
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:34:32,Microsoft-Windows-Security-Auditing,4689,プロセス終了,"プロセスが終了しました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\Administrator
	アカウント名:		Administrator
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x32207

プロセス情報:
	プロセス ID:	0x9b8
	プロセス名:	C:\Windows\System32\SLUI.exe
	終了状態:	0x0"
成功の監査,2019/11/07 15:34:32,Microsoft-Windows-Security-Auditing,4688,プロセス作成,"新しいプロセスが作成されました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\Administrator
	アカウント名:		Administrator
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x32207

プロセス情報:
	新しいプロセス ID:		0x9f0
	新しいプロセス名:		C:\Windows\System32\SLUI.exe
	トークン昇格の種類:	TokenElevationTypeDefault (1)
	クリエータ プロセス ID:	0x9b8

トークン昇格の種類は、ユーザー アカウント制御ポリシーに従って新しいプロセスに割り当てられたトークンの種類を示します。

種類 1 は、特権が削除されていない、またはグループが無効にされていない、フル トークンです。フル トークンは、ユーザー アカウント制御が無効の場合、またはユーザーが組み込みの管理者アカウントまたはサービス アカウントである場合にのみ使用されます。

種類 2 は、特権が削除されていない、またはグループが無効にされていない、昇格されたトークンです。昇格されたトークンは、ユーザー アカウント制御が有効であり、ユーザーが管理者として Run を使用してプログラムを起動することを選択する場合に使用されます。昇格されたトークンは、アプリケーションが常に管理者特権を要求するか、または常に最高の特権を要求するように構成され、ユーザーが管理者グループのメンバである場合にも使用されます。

種類 3 は、管理者特権が削除され、管理グループが無効にされた、制限されたトークンです。制限されたトークンは、ユーザー アカウント制御が有効で、アプリケーションが管理者特権を要求せず、ユーザーが管理者として Run を使用してプログラムを起動しない場合に使用されます。"
成功の監査,2019/11/07 15:34:32,Microsoft-Windows-Security-Auditing,4696,プロセス作成,"プライマリ トークンがプロセスに割り当てられました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x3e7

プロセス情報:
	プロセス ID:	0x334
	プロセス名:	C:\Windows\System32\svchost.exe

ターゲット プロセス:
	ターゲット プロセス ID:	0x9b8
	ターゲット プロセス名:	C:\Windows\System32\SLUI.exe

新しいトークン情報:
	セキュリティ ID:		SYSTEM
	アカウント名:		Administrator
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x32207"
成功の監査,2019/11/07 15:34:32,Microsoft-Windows-Security-Auditing,4688,プロセス作成,"新しいプロセスが作成されました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x3e7

プロセス情報:
	新しいプロセス ID:		0x9b8
	新しいプロセス名:		C:\Windows\System32\SLUI.exe
	トークン昇格の種類:	TokenElevationTypeDefault (1)
	クリエータ プロセス ID:	0x334

トークン昇格の種類は、ユーザー アカウント制御ポリシーに従って新しいプロセスに割り当てられたトークンの種類を示します。

種類 1 は、特権が削除されていない、またはグループが無効にされていない、フル トークンです。フル トークンは、ユーザー アカウント制御が無効の場合、またはユーザーが組み込みの管理者アカウントまたはサービス アカウントである場合にのみ使用されます。

種類 2 は、特権が削除されていない、またはグループが無効にされていない、昇格されたトークンです。昇格されたトークンは、ユーザー アカウント制御が有効であり、ユーザーが管理者として Run を使用してプログラムを起動することを選択する場合に使用されます。昇格されたトークンは、アプリケーションが常に管理者特権を要求するか、または常に最高の特権を要求するように構成され、ユーザーが管理者グループのメンバである場合にも使用されます。

種類 3 は、管理者特権が削除され、管理グループが無効にされた、制限されたトークンです。制限されたトークンは、ユーザー アカウント制御が有効で、アプリケーションが管理者特権を要求せず、ユーザーが管理者として Run を使用してプログラムを起動しない場合に使用されます。"
成功の監査,2019/11/07 15:34:30,Microsoft-Windows-Security-Auditing,4698,その他のオブジェクト アクセス イベント,"スケジュールされたタスクが作成されました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\maebashi.gunma
	アカウント名:		maebashi.gunma
	アカウント ドメイン:		EXAMPLE.CO.JP
	ログオン ID:		0x6c8e2

タスク情報:
	タスク名: 		\At1
	タスク コンテンツ: 		<?xml version=""1.0"" encoding=""UTF-16""?>
<Task version=""1.0"" xmlns=""http://schemas.microsoft.com/windows/2004/02/mit/task"">
  <RegistrationInfo />
  <Triggers>
    <TimeTrigger>
      <StartBoundary>2019-11-07T15:37:00</StartBoundary>
    </TimeTrigger>
  </Triggers>
  <Principals>
    <Principal id=""Author"">
      <UserId>@AtServiceAccount</UserId>
      <LogonType>InteractiveTokenOrPassword</LogonType>
      <RunLevel>HighestAvailable</RunLevel>
    </Principal>
  </Principals>
  <Actions Context=""Author"">
    <Exec>
      <Command>cmd</Command>
      <Arguments>/c ""C:\Windows\Temp\mz.exe privilege::debug lsadump::lsa"" /inject ""/name:krbtgt exit &gt; C:\Windows\Temp\o.txt""</Arguments>
    </Exec>
  </Actions>
</Task>
	"
成功の監査,2019/11/07 15:34:30,Microsoft-Windows-Security-Auditing,4985,ファイル システム,"トランザクションの状態が変更されました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x3e7

トランザクション情報:
	RM トランザクション ID:	{04600EE5-C37F-11E7-9635-005056969FB7}
	新しい状態:		52
	リソース マネージャ:	{A214433D-7488-19E6-9585-99CEE7E9CCB4}

プロセス情報:
	プロセス ID:		0xd4
	プロセス名:		C:\Windows\System32\svchost.exe"
成功の監査,2019/11/07 15:34:30,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_09$
	アカウント名:		WIN10_64JP_09$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c8c6

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 15:34:30,Microsoft-Windows-Security-Auditing,4985,ファイル システム,"トランザクションの状態が変更されました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\maebashi.gunma
	アカウント名:		maebashi.gunma
	アカウント ドメイン:		EXAMPLE.CO.JP
	ログオン ID:		0x6c8e2

トランザクション情報:
	RM トランザクション ID:	{04600EE5-C37F-11E7-9635-005056969FB7}
	新しい状態:		48
	リソース マネージャ:	{A214433D-7488-19E6-9585-99CEE7E9CCB4}

プロセス情報:
	プロセス ID:		0xd4
	プロセス名:		C:\Windows\System32\svchost.exe"
成功の監査,2019/11/07 15:34:29,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_02$
	アカウント名:		WIN7_64JP_02$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c8bb

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 15:34:29,Microsoft-Windows-Security-Auditing,5140,ファイルの共有,"ネットワーク共有オブジェクトにアクセスしました。
	
サブジェクト:
	セキュリティ ID:		EXAMPLE\maebashi.gunma
	アカウント名:		maebashi.gunma
	アカウント ドメイン:		EXAMPLE.CO.JP
	ログオン ID:		0x6c8e2

ネットワーク情報:	
	送信元アドレス:		192.168.16.109
	ソース ポート:		52504
	
共有名:			\\*\IPC$"
成功の監査,2019/11/07 15:34:29,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		EXAMPLE\maebashi.gunma
	アカウント名:		maebashi.gunma
	アカウント ドメイン:		EXAMPLE.CO.JP
	ログオン ID:		0x6c8e2
	ログオン GUID:		{27F9331C-CE65-CA8F-ECA2-B7F04C89CA91}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	192.168.16.109
	ソース ポート:		52504

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 15:34:29,Microsoft-Windows-Security-Auditing,4672,特殊なログオン,"新しいログオンに特権が割り当てられました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\maebashi.gunma
	アカウント名:		maebashi.gunma
	アカウント ドメイン:		EXAMPLE.CO.JP
	ログオン ID:		0x6c8e2

特権:		SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeEnableDelegationPrivilege"
成功の監査,2019/11/07 15:34:29,Microsoft-Windows-Security-Auditing,4769,Kerberos サービス チケットの操作,"Kerberos サービス チケットが要求されました。

アカウント情報:
	アカウント名:		maebashi.gunma@EXAMPLE.CO.JP
	アカウント ドメイン:		EXAMPLE.CO.JP
	ログオン GUID:		{0C81B85E-71C0-AC40-F232-24519939C38B}

サービス情報:
	サービス名:		WIN-WFBHIBE5GXZ$
	サービス ID:		EXAMPLE\WIN-WFBHIBE5GXZ$

ネットワーク情報:
	クライアント アドレス:		::ffff:192.168.16.109
	クライアント ポート:		52505

追加情報:
	チケット オプション:		0x40810000
	チケット暗号化の種類:	0x12
	エラー コード:		0x0
	移行されたサービス:	-

このイベントは、コンピュータや Windows サービスなどのリソースに対してアクセスが要求されるたびに生成されます。  サービス名は、アクセスが要求されたリソースを示します。

このイベントは、各イベントでログオン GUID フィールドを比較することにより、Windows のログオン イベントと相関することがあります。  ログオン イベントは、アクセス先のコンピュータで発生し、多くの場合、このコンピュータはサービス チケットを発行したドメイン コントローラとは異なります。

チケット オプション、暗号化の種類、およびエラー コードは、RFC 1510 で定義されています。"
成功の監査,2019/11/07 15:34:29,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		88
	宛先アドレス:	192.168.16.109
	宛先ポート:		52505
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:34:29,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		389
	宛先アドレス:	192.168.16.109
	宛先ポート:		60914
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66220
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:34:29,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		4
	アプリケーション名:	System

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		445
	宛先アドレス:	192.168.16.109
	宛先ポート:		52504
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:34:19,Microsoft-Windows-Security-Auditing,5140,ファイルの共有,"ネットワーク共有オブジェクトにアクセスしました。
	
サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_09$
	アカウント名:		WIN10_64JP_09$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c8c6

ネットワーク情報:	
	送信元アドレス:		192.168.16.109
	ソース ポート:		52245
	
共有名:			\\*\IPC$"
成功の監査,2019/11/07 15:34:19,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_09$
	アカウント名:		WIN10_64JP_09$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c8c6
	ログオン GUID:		{92FFBA20-3B6A-DC70-9DA6-BAB3E9CC3BC9}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	192.168.16.109
	ソース ポート:		52245

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 15:34:19,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		4
	アプリケーション名:	System

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		445
	宛先アドレス:	192.168.16.109
	宛先ポート:		52245
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:34:16,Microsoft-Windows-Security-Auditing,5140,ファイルの共有,"ネットワーク共有オブジェクトにアクセスしました。
	
サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_02$
	アカウント名:		WIN7_64JP_02$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c8bb

ネットワーク情報:	
	送信元アドレス:		192.168.16.102
	ソース ポート:		49904
	
共有名:			\\*\IPC$"
成功の監査,2019/11/07 15:34:16,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_02$
	アカウント名:		WIN7_64JP_02$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c8bb
	ログオン GUID:		{6E10B333-38D9-4DD7-BAF6-C04333D317B0}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	192.168.16.102
	ソース ポート:		49904

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 15:34:16,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		4
	アプリケーション名:	System

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		445
	宛先アドレス:	192.168.16.102
	宛先ポート:		49904
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:33:43,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		4
	アプリケーション名:	System

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.255
	ソース ポート:		137
	宛先アドレス:	192.168.16.104
	宛先ポート:		137
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66033
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:33:18,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_04$
	アカウント名:		WIN7_64JP_04$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c77f

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 15:33:12,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_11$
	アカウント名:		WIN10_64JP_11$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c76e

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 15:33:05,Microsoft-Windows-Security-Auditing,5140,ファイルの共有,"ネットワーク共有オブジェクトにアクセスしました。
	
サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_04$
	アカウント名:		WIN7_64JP_04$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c77f

ネットワーク情報:	
	送信元アドレス:		192.168.16.104
	ソース ポート:		49846
	
共有名:			\\*\IPC$"
成功の監査,2019/11/07 15:33:05,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_04$
	アカウント名:		WIN7_64JP_04$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c77f
	ログオン GUID:		{BDC13A01-5C64-7C7B-34B3-D0124283CFE8}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	192.168.16.104
	ソース ポート:		49846

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 15:33:05,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		4
	アプリケーション名:	System

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		445
	宛先アドレス:	192.168.16.104
	宛先ポート:		49846
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:33:05,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.104
	宛先ポート:		58421
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:33:02,Microsoft-Windows-Security-Auditing,5140,ファイルの共有,"ネットワーク共有オブジェクトにアクセスしました。
	
サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_11$
	アカウント名:		WIN10_64JP_11$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6c76e

ネットワーク情報:	
	送信元アドレス:		192.168.16.111
	ソース ポート:		52319
	
共有名:			\\*\IPC$"
